repo_name,loc,size_category,total_smells,smell_density,hyperparameters_not_explicitly_set,gradients_not_cleared_before_backward_propagation,columns_and_datatype_not_explicitly_set,in_place_apis_misused,Chain_Indexing,matrix_multiplication_api_misused,pytorch_call_method_misused,dataframe_conversion_api_misused,nan_equivalence_comparison_misused,unnecessary_iteration,merge_api_parameter_not_explicitly_set,memory_not_freed,empty_column_misinitialization,Broadcasting_Feature_Not_Used,deterministic_algorithm_option_not_used,tensor_array_not_used,total_smells_filtered,CI_Status
nutonomy/nuscenes-devkit,14748,medium,23,1.5595334960672633,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,Yes
onnx/onnxmltools,25210,medium,30,0.8726695755652518,8.0,0.0,13.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,Yes
OpenNMT/OpenNMT-py,26821,medium,10,0.33555795831624474,1.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Yes
openvinotoolkit/model_server,13305,medium,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
PacktPublishing/Deep-Reinforcement-Learning-Hands-On,11006,medium,3,0.27257859349445757,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,No
pyannote/pyannote-audio,10618,medium,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
pytorch/text,14307,medium,3,0.20968756552736423,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Yes
pytorch/tutorials,14427,medium,20,1.3169751161017538,1.0,13.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,Yes
QData/TextAttack,25560,medium,8,0.3129890453834116,0.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,Yes
quantumblacklabs/kedro,24084,medium,32,1.328682943032719,0.0,0.0,9.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,Yes
ria-com/nomeroff-net,10722,medium,13,1.212460361872785,0.0,0.0,1.0,0.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,Yes
scikit-learn-contrib/imbalanced-learn,16049,medium,71,0.9346376721291046,56.0,0.0,6.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,Yes
SeldonIO/alibi,20797,medium,81,3.26970236091744,13.0,0.0,6.0,4.0,45.0,3.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,Yes
SeldonIO/alibi-detect,24028,medium,62,1.1236890294656234,34.0,2.0,7.0,0.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,27.0,Yes
skorch-dev/skorch,20587,medium,31,1.4572302909603148,1.0,1.0,9.0,6.0,9.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,Yes
slundberg/shap,23375,medium,255,9.454545454545455,27.0,4.0,44.0,17.0,17.0,3.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,221.0,Yes
snap-stanford/ogb,21473,medium,144,6.706096027569506,0.0,36.0,70.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,No
SPFlow/SPFlow,16505,medium,2,0.12117540139351712,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Yes
sql-machine-learning/elasticdl,21950,medium,19,0.18223234624145787,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Yes
tensorflow/io,26222,medium,4,0.15254366562428495,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Yes
tensorflow/quantum,15821,medium,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Yes
tensorflow/text,18446,medium,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
tensorflow/tfjs,12161,medium,16,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
tf-encrypted/tf-encrypted,22814,medium,19,0.04383273428596476,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes
uber/causalml,11144,medium,187,13.280689160086144,36.0,0.0,83.0,32.0,21.0,2.0,0.0,2.0,0.0,3.0,5.0,0.0,3.0,0.0,0.0,0.0,148.0,Yes
ultralytics/yolov3,11096,medium,42,3.604902667627974,1.0,0.0,9.0,7.0,7.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,Yes
ultralytics/yolov5,11454,medium,46,3.8414527675921075,1.0,0.0,9.0,7.0,7.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,Yes
vanvalenlab/deepcell-tf,14131,medium,19,0.7784304012454887,8.0,0.0,3.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,Yes
vespa-engine/sample-apps,11979,medium,28,2.337423825027131,0.0,2.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,28.0,Yes
vwxyzjn/cleanrl,12634,medium,3,0.2374544878898211,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Yes
yzhao062/pyod,16576,medium,32,1.5685328185328185,6.0,13.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,Yes
aiqm/torchani,53385,large,34,0.636883019574787,0.0,18.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,Yes
allegroai/trains,157601,large,43,0.26015063356196977,2.0,6.0,22.0,4.0,4.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,Yes
apache/beam,249436,large,478,1.8842508699626357,7.0,0.0,218.0,229.0,1.0,0.0,0.0,6.0,0.0,5.0,11.0,0.0,1.0,0.0,0.0,0.0,470.0,Yes
arviz-devs/arviz,33576,large,18,0.536097212294496,0.0,0.0,4.0,8.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,Yes
avrae/avrae,35896,large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
awslabs/amazon-sagemaker-examples,70067,large,219,2.9971313171678537,9.0,20.0,114.0,22.0,19.0,2.0,1.0,15.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,210.0,Yes
bulletphysics/bullet3,100791,large,98,0.9623875147582622,1.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,Yes
calico/basenji,39869,large,284,6.94775389400286,5.0,0.0,139.0,40.0,58.0,1.0,0.0,0.0,0.0,36.0,0.0,3.0,0.0,2.0,0.0,0.0,277.0,No
CLUEbenchmark/CLUE,48963,large,8,0.16338868124910647,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,No
commaai/openpilot,45846,large,3,0.06543646119617852,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Yes
creme-ml/creme,31014,large,161,3.482298316889147,53.0,0.0,55.0,13.0,9.0,3.0,0.0,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,Yes
data-science-on-aws/workshop,95889,large,344,3.0660451146638303,42.0,15.0,122.0,116.0,13.0,14.0,1.0,6.0,0.0,3.0,4.0,0.0,8.0,0.0,0.0,0.0,294.0,No
deepchem/deepchem,105916,large,92,0.6703425355942445,15.0,4.0,39.0,3.0,3.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,71.0,Yes
deepfakes/faceswap,46036,large,2,0.02172213050656008,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes
deepmind/open_spiel,64877,large,55,0.8323442822571945,0.0,9.0,2.0,0.0,8.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,Yes
determined-ai/determined,93990,large,22,0.09575486753909991,13.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Yes
dmlc/dgl,197271,large,211,0.9530037359774118,23.0,44.0,67.0,9.0,6.0,43.0,16.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,188.0,Yes
facebookresearch/habitat-api,64676,large,18,0.21646360319129196,4.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,Yes
facebookresearch/mmf,43269,large,9,0.2080011093392498,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Yes
facebookresearch/nevergrad,32642,large,45,1.3173212425709209,2.0,0.0,26.0,8.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,Yes
facebookresearch/ReAgent,49789,large,19,0.32135612283837794,1.0,0.0,4.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,Yes
feast-dev/feast,98817,large,374,3.764534442454234,0.0,0.0,223.0,137.0,2.0,0.0,0.0,4.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,372.0,Yes
FederatedAI/FATE,52191,large,137,2.605813262823092,0.0,4.0,49.0,10.0,51.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,136.0,Yes
flairNLP/flair,35868,large,20,0.5576000892160142,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,Yes
freewym/espresso,141225,large,58,0.3965303593556382,2.0,0.0,6.0,3.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,Yes
galaxyproject/galaxy,351424,large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
geomstats/geomstats,52651,large,12,0.2279158990332567,0.0,0.0,9.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,Yes
google/clusterfuzz,106396,large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
google/flax,64703,large,31,0.12364187131972242,23.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,Yes
google/tf-quant-finance,50669,large,5,0.09867966606801003,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Yes
GoogleCloudPlatform/professional-services,82363,large,117,1.3112684093585711,1.0,0.0,69.0,22.0,4.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,108.0,Yes
GoogleCloudPlatform/python-docs-samples,138315,large,19,0.1373676029353288,0.0,0.0,13.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,Yes
GoogleCloudPlatform/training-data-analyst,108122,large,87,0.5734263147185586,25.0,0.0,35.0,21.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,No
google-research/google-research,1307312,large,2015,1.4388302103858912,97.0,24.0,891.0,322.0,245.0,184.0,31.0,71.0,0.0,84.0,26.0,3.0,11.0,26.0,0.0,0.0,1881.0,Yes
guildai/guildai,51790,large,18,0.3475574435219154,0.0,4.0,6.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,Yes
heartexlabs/label-studio,52356,large,9,0.1719000687600275,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Yes
home-assistant/core,2109291,large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
huggingface/transformers,988895,large,214,0.2093245491179549,3.0,96.0,13.0,8.0,5.0,2.0,73.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0,4.0,0.0,207.0,Yes
huseinzol05/Malaya,603277,large,49,0.07459260008254914,1.0,14.0,5.0,3.0,6.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,45.0,Yes
IBM/adversarial-robustness-toolbox,80632,large,266,1.79829348149618,119.0,36.0,12.0,7.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,145.0,Yes
IBM/lale,80917,large,566,2.681760322305572,349.0,0.0,62.0,16.0,135.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,Yes
jrzaurin/pytorch-widedeep,32158,large,130,3.669382424280117,12.0,2.0,66.0,28.0,11.0,0.0,1.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,118.0,Yes
kornia/kornia,84657,large,19,0.16537321190214632,5.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,Yes
kubeflow/kfserving,62085,large,21,0.32213900297978576,1.0,0.0,10.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,Yes
kubeflow/pipelines,110404,large,13,0.10869171406833086,1.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,Yes
magenta/magenta,44690,large,2,0.022376370552696354,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes
microsoft/ai-edu,31803,large,167,5.251076942426815,0.0,0.0,4.0,0.0,1.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,Yes
microsoft/botbuilder-python,47236,large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
microsoft/DeepSpeed,96442,large,84,0.8191451857074719,3.0,76.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,79.0,Yes
microsoft/MMdnn,27846,large,2,0.07182360123536594,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Yes
mindsdb/mindsdb,134139,large,1189,8.849029737809287,0.0,0.0,896.0,104.0,114.0,0.0,0.0,41.0,0.0,28.0,4.0,0.0,2.0,0.0,0.0,0.0,1187.0,Yes
mlflow/mlflow,320527,large,1070,2.695560748392491,206.0,3.0,707.0,52.0,34.0,5.0,9.0,45.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,864.0,Yes
mlperf/inference,52082,large,70,1.2864329326830766,0.0,0.0,15.0,16.0,24.0,0.0,5.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,67.0,Yes
mlperf/training,78482,large,14,0.17838485257766112,0.0,9.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,Yes
mozilla/bugbug,28261,large,152,5.37843671490747,0.0,0.0,8.0,0.0,143.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,Yes
NVIDIA/DeepLearningExamples,294144,large,321,1.0335073977371627,5.0,19.0,109.0,79.0,35.0,0.0,9.0,36.0,0.0,7.0,9.0,0.0,0.0,12.0,0.0,1.0,304.0,Yes
NVIDIA/Megatron-LM,135466,large,54,0.37647823069995423,2.0,12.0,4.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,51.0,Yes
NVIDIA/NeMo,422797,large,425,0.9957497333235571,3.0,4.0,64.0,9.0,51.0,9.0,280.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,421.0,Yes
NVIDIA/TRTorch,91885,large,12,0.09794852260978397,3.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Yes
NVIDIAGameWorks/kaolin,42464,large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
onnx/tensorflow-onnx,61422,large,146,0.13024649148513562,138.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,Yes
opencv/cvat,94933,large,1,0.010533744851632203,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes
opencv/open_model_zoo,91679,large,30,0.3163210768005759,1.0,0.0,2.0,5.0,0.0,19.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,Yes
opencv/openvino_training_extensions,70685,large,67,0.9054254792388767,3.0,0.0,12.0,12.0,0.0,2.0,35.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,Yes
OpenMined/PySyft,74198,large,47,0.633440254454298,0.0,0.0,41.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,Yes
open-mmlab/mmcv,27143,large,24,0.6999963158088641,5.0,8.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,Yes
open-mmlab/mmdetection,161864,large,111,0.6610487816932733,4.0,0.0,4.0,0.0,0.0,7.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,Yes
openvinotoolkit/openvino,145379,large,14,0.06190715302760372,5.0,0.0,2.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Yes
PaddlePaddle/models,45510,large,68,1.4941771039332015,0.0,3.0,2.0,2.0,35.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,No
PaddlePaddle/PARL,48648,large,71,1.4594639039631638,0.0,0.0,0.0,0.0,0.0,69.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,Yes
pgmpy/pgmpy,45648,large,299,5.8491062039957935,32.0,0.0,153.0,35.0,7.0,3.0,0.0,67.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,Yes
Project-MONAI/MONAI,150944,large,187,1.09312062751749,22.0,1.0,6.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,Yes
pymc-devs/pymc3,59576,large,781,0.5371290452531221,749.0,0.0,8.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,Yes
pyro-ppl/pyro,89231,large,54,0.38103349732716213,20.0,7.0,8.0,2.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,Yes
pytorch/audio,40441,large,7,0.12363690314285007,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Yes
pytorch/botorch,89598,large,44,0.4799214268175629,1.0,24.0,0.0,1.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,Yes
pytorch/captum,42238,large,6,0.09470145366731379,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Yes
pytorch/fairseq,145783,large,62,0.4115706220889953,2.0,2.0,8.0,3.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,Yes
pytorch/ignite,48124,large,12,0.14545756794946388,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,Yes
pytorch/serve,31729,large,14,0.40971981468057617,1.0,1.0,6.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,Yes
pytorch/vision,76374,large,17,0.11784115012962527,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,9.0,Yes
PyTorchLightning/pytorch-lightning,86858,large,53,0.34539132837504893,19.0,11.0,2.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,30.0,Yes
quantumlib/Cirq,169329,large,113,0.6673399122418486,0.0,0.0,45.0,13.0,1.0,51.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,Yes
ray-project/ray,637199,large,730,1.1205290654881757,12.0,26.0,517.0,50.0,54.0,2.0,14.0,43.0,5.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,714.0,Yes
ROCmSoftwarePlatform/tensorflow-upstream,757020,large,66,0.02906131938390003,44.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,Yes
rusty1s/pytorch_geometric,124071,large,178,1.370183201553949,8.0,80.0,54.0,9.0,5.0,0.0,2.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,Yes
rwightman/pytorch-image-models,83829,large,46,0.1789356905128297,31.0,1.0,2.0,3.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,Yes
rwth-i6/returnn,145490,large,11,0.06873324627122139,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,Yes
spmallick/learnopencv,120110,large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
stanfordnlp/stanza,51429,large,17,0.33055280094888095,0.0,7.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,Yes
streamlit/streamlit,113797,large,23,0.2021142912379061,0.0,0.0,18.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,Yes
tensorflow/addons,28322,large,49,0.4943153732081068,28.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,Yes
tensorflow/data-validation,28157,large,44,1.5626664772525483,0.0,0.0,28.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,Yes
tensorflow/examples,31727,large,22,0.5358212248242822,5.0,0.0,9.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,No
tensorflow/federated,96954,large,16,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
tensorflow/graphics,33411,large,34,0.08979078746520607,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,3.0,Yes
tensorflow/model-analysis,49874,large,24,0.48121265589284995,0.0,0.0,18.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,Yes
tensorflow/models,379080,large,155,0.20839928247335657,20.0,1.0,35.0,12.0,4.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,0.0,1.0,79.0,Yes
tensorflow/privacy,30114,large,27,0.6973500697350069,6.0,0.0,4.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,No
TheAlgorithms/Python,46108,large,55,1.149475145311009,1.0,0.0,2.0,4.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,Yes
thu-ml/tianshou,35503,large,5,0.14083316902796947,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Yes
uber/ludwig,95376,large,315,3.22932393893642,2.0,0.0,184.0,26.0,70.0,0.0,6.0,11.0,7.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,308.0,Yes
UKPLab/sentence-transformers,39022,large,19,0.4869048229204039,0.0,11.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,Yes
Unity-Technologies/ml-agents,27918,large,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
vaexio/vaex,63938,large,135,1.95501892458319,10.0,0.0,11.0,81.0,14.0,7.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,Yes
VertaAI/modeldb,111928,large,43,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
wandb/client,217482,large,97,0.38164077946680647,14.0,4.0,61.0,9.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,Yes
